C4烯烃收率,温度,Co/SiO2浓度,Co/SiO2溶液量,HAP浓度,HAP溶液量
0.071071558,348,100,1,100,0.9
0.00369357,257,200,2,200,0.3
0.027672609,344,100,1,100,1.68
0.077788819,363,50,1,50,1.68
0.003810169,281,50,1,50,1.68
0.117410324,386,50,1,50,1.68
0.335020536,377,200,2,200,1.68
0.11518898,328,200,1,200,0.9
0.343439516,382,200,2,200,1.68
0.001357893,268,100,1,100,1.68
0.168765201,399,50,1,50,2.1
0.121891094,375,75,1,75,1.68
0.111435692,396,33,1,67,1.68
0.009385431,305,50,1,50,1.68
0.056517196,337,50,1,50,0.9
0.001103651,253,50,1,50,2.1
0.025657553,287,50,1,50,0.3
0.181736014,352,200,1,200,1.68
0.039970491,326,200,2,200,0.3
0.014591236,364,10,1,10,1.68
0.014509972,257,200,2,200,1.68
0.269550473,368,200,1,200,0.9
0.417059408,440,200,2,200,0.3
0.338574687,379,200,2,200,1.68
0.00024919,322,50,1,90,1.68
0.001015217,254,50,1,50,2.1
0.065774302,297,200,1,200,1.68
0.073346672,299,200,2,200,1.68
0.102917274,437,10,1,10,1.68
0.005821634,277,100,1,100,0.9
0.318176258,388,200,0.5,200,1.68
0.167523555,391,75,1,75,1.68
0.003305754,314,25,1,25,1.68
0.102832201,361,200,2,200,0.3
0.019233214,319,200,5,200,1.68
0.385388768,388,200,1,200,0.9
0.000734002,278,25,1,25,1.68
0.027751039,297,200,0.5,200,1.68
0.001656594,267,50,1,50,2.1
0.002641685,289,33,1,67,1.68
-0.000141752,331,50,5,20,2.1
0.110673067,363,100,1,100,0.9
0.277422212,394,200,5,200,1.68
0.003866654,250,200,0.5,200,1.68
0.032235099,405,50,5,20,2.1
0.039313313,420,50,5,20,2.1
0.059527948,360,50,1,50,1.68
0.009138021,308,50,1,50,2.1
0.013817082,261,50,1,50,0.3
0.071441351,310,200,1,200,0.9
0.002305347,323,10,1,10,1.68
0.049568237,311,200,0.5,200,1.68
0.170809247,397,50,1,50,1.68
0.003940676,281,50,1,50,2.1
0.310316272,386,200,0.5,200,1.68
0.046950552,366,50,1,50,2.1
0.004805257,263,200,2,200,0.3
0.024596854,340,67,1,33,1.68
0.06848192,365,50,1,50,1.68
0.010521923,268,200,1,200,0.9
0.040190879,355,67,1,33,1.68
-0.000140528,314,50,5,20,2.1
0.084574207,326,200,0.5,200,1.68
0.00584745,358,50,5,20,2.1
0.031116127,410,50,1,90,1.68
0.01651288,303,100,1,100,0.9
0.07954307,354,200,2,200,0.3
0.255776389,446,100,1,100,1.68
0.035064684,334,75,1,75,1.68
0.018676667,308,200,5,200,1.68
0.002448626,287,33,1,67,1.68
-5.75E-05,254,50,1,90,1.68
0.32307149,449,50,1,50,0.9
0.230835001,415,75,1,75,1.68
0.031925096,318,50,1,50,0.9
0.001011554,264,100,1,100,1.68
0.003603254,352,50,5,20,2.1
0.128790503,385,50,1,50,2.1
0.133454478,370,100,1,100,0.9
0.124054585,404,50,1,50,2.1
0.000690497,265,33,1,67,1.68
0.360173881,406,200,2,200,1.68
0.172463664,352,200,0.5,200,1.68
0.009960221,267,200,1,200,0.9
0.002067246,283,33,1,67,1.68
0.051013671,357,100,1,100,1.68
0.448038454,434,200,5,200,1.68
0.51264478,429,200,1,200,0.9
0.062649699,371,67,1,33,1.68
0.168674358,435,67,1,33,1.68
0.012198347,371,50,5,20,2.1
0.039494227,325,50,1,50,0.9
0.267789705,436,75,1,75,1.68
0.130804389,368,50,1,50,0.9
0.009359033,318,50,1,50,2.1
0.135219178,336,200,1,200,0.9
0.105225981,393,33,1,67,1.68
0.017721055,342,33,1,67,1.68
0.002574021,284,67,1,33,1.68
0.119884339,379,50,1,50,1.68
0.019524937,276,50,1,50,0.3
0.008676327,279,50,1,50,0.9
0.043234417,328,50,1,50,0.9
0.000135495,254,10,1,10,1.68
0.163208184,397,50,1,50,2.1
0.043352932,438,50,1,90,1.68
0.037897354,424,50,1,90,1.68
0.006573165,321,33,1,67,1.68
7.01E-05,250,50,5,20,2.1
0.129028925,390,50,1,50,1.68
0.00981363,330,33,1,67,1.68
0.094271592,355,50,1,50,0.9
0.128320009,382,50,1,50,1.68
0.444070415,432,200,5,200,1.68
0.005080213,287,50,1,50,2.1
0.129210949,410,67,1,33,1.68
0.004775058,263,200,5,200,1.68
0.012934789,375,50,1,90,1.68
0.234006997,394,100,1,100,0.9
0.261772852,447,50,1,50,1.68
0.046363555,342,75,1,75,1.68
0.251447733,425,75,1,75,1.68
0.000908231,334,50,1,90,1.68
0.006248259,304,100,1,100,1.68
0.0150462,300,100,1,100,0.9
0.151316702,397,50,1,50,1.68
0.196821034,331,200,2,200,1.68
0.000742594,266,33,1,67,1.68
0.320298154,386,200,1,200,1.68
0.123006668,383,50,1,50,2.1
0.056733875,348,75,1,75,1.68
0.106606408,362,200,2,200,0.3
0.082282797,426,10,1,10,1.68
0.005506655,283,75,1,75,1.68
0.024925834,331,200,5,200,1.68
0.168892206,432,33,1,67,1.68
0.238125541,433,50,1,50,2.1
0.00580036,300,100,1,100,1.68
0.164776467,350,200,0.5,200,1.68
0.068959986,353,200,5,200,1.68
0.04340183,437,50,5,20,2.1
0.037190464,322,200,2,200,0.3
0.50533643,434,200,1,200,0.9
0.010418554,278,200,5,200,1.68
0.09244675,364,75,1,75,1.68
0.376970841,416,200,1,200,1.68
0.007909627,274,200,2,200,0.3
0.160977599,349,200,0.5,200,1.68
0.012604875,329,50,1,50,2.1
0.006407075,258,200,1,200,0.9
0.2041107,391,50,1,50,0.9
0.000852566,255,67,1,33,1.68
0.099654806,326,200,1,200,1.68
0.024552546,305,200,2,200,0.3
0.058815631,411,10,1,10,1.68
0.036604327,352,67,1,33,1.68
0.397673075,427,200,2,200,0.3
0.25386247,439,100,1,100,1.68
0.032660727,332,75,1,75,1.68
0.277892492,447,200,2,200,1.68
0.000148041,256,10,1,10,1.68
0.162093245,347,200,1,200,1.68
0.00041813,297,50,5,20,2.1
0.075403432,362,50,1,50,1.68
0.212684836,387,50,1,50,0.3
0.033252005,349,67,1,33,1.68
-0.000336841,324,50,5,20,2.1
0.000297577,298,50,1,90,1.68
0.012223075,319,50,1,50,2.1
0.021615729,328,50,1,50,1.68
0.131814561,341,200,0.5,200,1.68
0.061943269,372,33,1,67,1.68
0.005304649,265,200,5,200,1.68
0.006972166,260,200,1,200,0.9
0.077829955,358,75,1,75,1.68
0.143094129,372,50,1,50,0.9
0.013936137,323,50,1,50,2.1
0.000340789,301,50,5,20,2.1
0.272541963,441,75,1,75,1.68
0.000673974,293,10,1,10,1.68
0.015313047,258,200,2,200,1.68
0.001756757,275,67,1,33,1.68
0.157210207,348,200,0.5,200,1.68
0.010800273,308,50,1,50,1.68
0.01044802,284,50,1,50,0.9
0.255299018,442,100,1,100,1.68
0.098392548,375,100,1,100,1.68
0.007569131,273,200,2,200,0.3
0.035354006,411,50,5,20,2.1
0.303337303,440,200,2,200,1.68
-0.000317195,326,50,5,20,2.1
-0.000322359,321,50,5,20,2.1
0.446931711,434,200,0.5,200,1.68
0.050567446,339,200,2,200,0.3
0.014570187,299,100,1,100,0.9
0.101223933,394,67,1,33,1.68
0.012975285,280,200,0.5,200,1.68
0.000155442,335,50,5,20,2.1
0.085446216,354,100,1,100,0.9
0.00159403,265,50,1,50,2.1
0.331223705,375,200,2,200,1.68
0.401159214,412,200,0.5,200,1.68
0.009745211,306,50,1,50,1.68
0.005566059,259,200,0.5,200,1.68
0.000413965,288,50,5,20,2.1
0.160052299,429,67,1,33,1.68
0.015280658,339,33,1,67,1.68
0.000246214,268,10,1,10,1.68
0.048525987,353,50,1,50,1.68
0.039176518,395,10,1,10,1.68
0.003919264,303,33,1,67,1.68
0.007983603,302,50,1,50,2.1
0.035587326,359,50,1,50,2.1
0.220923807,421,50,1,50,2.1
0.178231864,383,50,1,50,0.9
0.002906489,275,50,1,50,2.1
0.192771486,400,75,1,75,1.68
0.002506566,269,75,1,75,1.68
0.374291017,409,200,1,200,1.68
0.132903503,368,200,5,200,1.68
0.30003501,398,200,5,200,1.68
0.313713605,367,200,2,200,1.68
0.312448347,434,50,1,50,0.9
0.004027616,277,75,1,75,1.68
-0.000297359,327,50,5,20,2.1
0.018669091,310,200,5,200,1.68
0.008356677,278,50,1,50,0.9
0.000914739,257,67,1,33,1.68
0.003068896,276,50,1,50,2.1
0.375610517,419,200,1,200,1.68
0.009351102,309,50,1,50,2.1
0.016291309,367,10,1,10,1.68
0.192468536,408,50,1,50,2.1
0.073185643,401,25,1,25,1.68
0.13315481,379,75,1,75,1.68
0.009177272,320,100,1,100,1.68
0.19743716,408,100,1,100,1.68
0.091118188,388,50,1,50,2.1
0.107281979,309,200,2,200,1.68
0.037448692,423,50,1,90,1.68
0.002748738,274,50,1,50,2.1
0.001767063,253,100,1,100,0.9
0.247715469,423,75,1,75,1.68
0.017513104,296,200,5,200,1.68
0.147680404,319,200,2,200,1.68
0.054600947,357,50,1,50,1.68
0.033670886,298,50,1,50,0.3
0.006132367,278,100,1,100,0.9
0.13136,450,10,1,10,1.68
0.131281026,359,50,1,50,0.3
0.003825602,293,67,1,33,1.68
0.166983789,379,100,1,100,0.9
0.051033067,385,25,1,25,1.68
0.249658847,450,200,1,200,1.68
0.297414942,425,50,1,50,0.9
0.064075924,361,50,1,50,2.1
0.103045197,376,50,1,50,2.1
0.259584083,399,100,1,100,0.9
0.264309668,411,50,1,50,0.9
0.005029901,264,200,2,200,0.3
0.066743556,349,200,2,200,0.3
0.045211192,365,50,1,50,2.1
0.000534282,287,10,1,10,1.68
0.41732924,441,200,2,200,0.3
0.163208051,435,50,1,50,2.1
0.053869823,352,50,1,50,1.68
0.024668407,392,50,5,20,2.1
0.001761567,252,100,1,100,0.9
0.188149314,380,200,2,200,0.3
0.455592282,447,200,5,200,1.68
0.00134495,258,75,1,75,1.68
0.018480971,296,200,2,200,0.3
0.037086661,360,50,1,50,2.1
0.089376296,375,50,1,50,1.68
0.223564856,362,200,1,200,1.68
0.098938619,435,10,1,10,1.68
0.073335009,349,100,1,100,0.9
0.007544721,309,67,1,33,1.68
0.0451126,444,50,1,90,1.68
0.110364632,361,50,1,50,0.9
0.035887358,303,200,0.5,200,1.68
0.019179877,308,100,1,100,0.9
0.196484585,386,100,1,100,0.9
0.26209,450,50,1,50,1.68
0.269909414,438,75,1,75,1.68
0.002319753,282,50,1,50,2.1
0.337623896,410,200,2,200,0.3
0.005670216,290,50,1,50,1.68
0.001056018,271,33,1,67,1.68
0.001132183,307,10,1,10,1.68
0.046294866,335,100,1,100,0.9
0.014956317,325,50,1,50,2.1
0.01730281,271,50,1,50,0.3
0.098955286,390,33,1,67,1.68
0.140083357,413,50,1,50,2.1
0.017623523,322,50,1,50,1.68
0.274929057,353,200,2,200,1.68
0.010017674,316,67,1,33,1.68
0.020776612,346,50,1,50,2.1
0.000492023,260,33,1,67,1.68
0.048724356,367,50,1,50,2.1
0.133897369,360,50,1,50,0.3
0.141684486,414,50,1,50,2.1
0.025846644,400,50,1,90,1.68
0.068819139,363,50,1,50,2.1
0.075855858,403,25,1,25,1.68
0.309966262,441,200,1,200,1.68
0.03763234,336,75,1,75,1.68
0.2065192,385,50,1,50,0.3
0.029686199,342,50,1,50,2.1
0.116446251,381,100,1,100,1.68
0.013166897,336,33,1,67,1.68
0.068968086,375,67,1,33,1.68
0.369799296,418,200,2,200,0.3
0.026073943,318,100,1,100,0.9
0.24198024,363,200,1,200,0.9
0.00431189,283,50,1,50,2.1
0.328766518,431,200,2,200,1.68
0.007696072,298,50,1,50,1.68
0.022585985,347,33,1,67,1.68
0.091649296,321,200,1,200,1.68
0.069272649,344,50,1,50,0.9
0.00692501,273,50,1,50,0.9
0.163476241,375,200,2,200,0.3
0.018669279,311,200,5,200,1.68
0.01394379,352,25,1,25,1.68
0.199747569,411,50,1,50,2.1
0.073961721,303,200,1,200,1.68
0.102790139,428,25,1,25,1.68
0.356849729,383,200,1,200,0.9
0.003288321,292,50,1,50,2.1
0.295537,360,200,2,200,1.68
0.183559091,447,67,1,33,1.68
0.00055567,288,10,1,10,1.68
0.030970404,343,50,1,50,2.1
0.012240321,282,200,5,200,1.68
0.159579777,393,50,1,50,1.68
0.357647445,395,200,2,200,1.68
0.026559969,312,50,1,50,0.9
0.255084393,393,200,2,200,0.3
0.086831542,352,50,1,50,0.9
0.002976218,350,50,5,20,2.1
0.100415759,346,50,1,50,0.3
0.001497138,260,50,1,50,1.68
0.079343193,301,200,2,200,1.68
0.032668478,355,33,1,67,1.68
0.210513591,393,50,1,50,0.9
0.003004236,312,25,1,25,1.68
0.336828271,378,200,2,200,1.68
0.040368299,338,75,1,75,1.68
0.002836075,271,75,1,75,1.68
0.046703224,355,100,1,100,1.68
0.084554942,338,50,1,50,0.3
0.062767004,362,100,1,100,1.68
0.005679897,299,100,1,100,1.68
0.032978583,301,200,0.5,200,1.68
0.004250464,320,25,1,25,1.68
0.164054777,374,200,5,200,1.68
-0.000235623,329,50,5,20,2.1
0.314981657,436,50,1,50,0.9
0.006010888,331,25,1,25,1.68
0.366157035,403,200,1,200,1.68
0.100187476,367,75,1,75,1.68
0.03920174,427,50,1,90,1.68
0.087177273,412,25,1,25,1.68
0.055141418,357,50,1,50,2.1
0.098053842,371,50,1,50,1.68
0.00025492,336,50,5,20,2.1
0.018654838,305,200,5,200,1.68
0.104835186,359,50,1,50,0.9
0.003484402,261,200,1,200,1.68
0.001802985,272,100,1,100,1.68
0.023262317,293,200,0.5,200,1.68
0.001634503,262,50,1,50,1.68
0.457656856,446,200,1,200,0.9
-6.70E-05,255,50,1,90,1.68
0.005864539,318,33,1,67,1.68
0.018779088,315,200,5,200,1.68
0.176346214,399,50,1,50,1.68
0.003577867,299,33,1,67,1.68
0.022636509,394,50,1,90,1.68
0.354512134,391,200,2,200,1.68
0.012525088,360,10,1,10,1.68
0.060717743,346,200,2,200,0.3
0.086366145,384,33,1,67,1.68
0.014834584,288,200,5,200,1.68
0.043645509,362,33,1,67,1.68
0.00046554,252,25,1,25,1.68
0.358438015,415,200,2,200,0.3
0.027914829,367,25,1,25,1.68
0.053016584,339,100,1,100,0.9
0.010452849,346,25,1,25,1.68
0.274317902,374,200,1,200,1.68
-7.79E-05,263,50,1,90,1.68
0.075651,350,100,1,100,0.9
0.057858409,321,50,1,50,0.3
0.029125078,315,50,1,50,0.9
0.005043963,325,25,1,25,1.68
0.010945737,347,25,1,25,1.68
0.135045097,410,50,1,50,2.1
0.234674368,424,100,1,100,1.68
0.205395555,411,100,1,100,1.68
0.220477128,364,200,0.5,200,1.68
0.006380096,295,50,1,50,1.68
0.254919752,441,100,1,100,1.68
0.096473808,378,50,1,50,1.68
0.222344206,418,100,1,100,1.68
0.015245729,318,50,1,50,1.68
0.298260789,380,200,1,200,1.68
0.148779917,416,33,1,67,1.68
0.215042126,360,200,1,200,1.68
0.492869107,412,200,1,200,0.9
0.065627328,352,200,5,200,1.68
0.018671257,306,200,5,200,1.68
0.016964397,294,200,5,200,1.68
0.003049374,281,100,1,100,1.68
0.002188123,275,100,1,100,1.68
0.232189645,422,50,1,50,1.68
0.032055799,347,100,1,100,1.68
0.013534214,260,50,1,50,0.3
0.003097832,329,10,1,10,1.68
0.275562123,397,200,2,200,0.3
0.228528397,414,75,1,75,1.68
0.002400215,272,50,1,50,1.68
0.005438159,357,50,5,20,2.1
0.438263589,428,200,0.5,200,1.68
0.00884028,302,50,1,50,1.68
0.000180928,314,50,1,90,1.68
0.070581803,376,67,1,33,1.68
0.043349966,346,50,1,50,1.68
0.043510871,442,50,5,20,2.1
2.40E-05,268,50,5,20,2.1
0.026618019,333,50,1,50,1.68
0.002352442,286,33,1,67,1.68
0.038980604,330,100,1,100,0.9
0.200376673,383,50,1,50,0.3
0.03765988,329,100,1,100,0.9
0.01869319,316,75,1,75,1.68
0.005661133,317,33,1,67,1.68
0.001688914,266,50,1,50,2.1
0.105482538,369,75,1,75,1.68
0.208517019,384,200,2,200,0.3
0.147408577,365,50,1,50,0.3
0.129687878,407,50,1,50,2.1
0.001245676,250,75,1,75,1.68
0.036244068,340,200,5,200,1.68
0.000586855,255,25,1,25,1.68
0.019330421,317,75,1,75,1.68
0.001231916,260,50,1,50,1.68
0.311274255,366,200,2,200,1.68
0.210485257,413,100,1,100,1.68
0.087611592,429,10,1,10,1.68
0.139675637,386,50,1,50,1.68
0.064114664,296,200,1,200,1.68
0.103140856,392,33,1,67,1.68
0.022102989,393,50,1,90,1.68
0.249919128,392,200,2,200,0.3
0.125896462,384,50,1,50,2.1
0.092811279,369,50,1,50,1.68
0.41570785,446,200,2,200,0.3
0.00055835,262,33,1,67,1.68
0.044969299,347,50,1,50,1.68
0.154711021,398,50,1,50,1.68
0.323802663,433,200,2,200,1.68
0.078019824,351,100,1,100,0.9
0.131111341,315,200,2,200,1.68
0.038004328,341,200,5,200,1.68
0.005484515,304,50,1,50,2.1
0.045928301,401,10,1,10,1.68
0.167998973,431,33,1,67,1.68
0.101618407,327,200,1,200,1.68
0.288554311,412,50,1,50,0.3
0.015143334,365,10,1,10,1.68
0.002106821,268,50,1,50,1.68
9.34E-06,272,50,1,90,1.68
0.240695844,436,50,1,50,2.1
0.011118809,269,200,1,200,0.9
0.043507866,364,50,1,50,2.1
0.226167065,424,50,1,50,2.1
0.306235647,364,200,2,200,1.68
0.003931538,318,25,1,25,1.68
0.001369575,262,50,1,50,1.68
0.451313863,436,200,5,200,1.68
0.030415861,330,75,1,75,1.68
0.191223111,380,50,1,50,0.3
0.445711479,433,200,0.5,200,1.68
0.018284033,323,50,1,50,1.68
0.173228416,374,50,1,50,0.3
0.043996607,358,67,1,33,1.68
0.032188231,348,67,1,33,1.68
0.149774365,346,200,0.5,200,1.68
0.451567256,447,200,1,200,0.9
0.015607778,377,50,5,20,2.1
0.203545471,404,75,1,75,1.68
0.006319577,320,33,1,67,1.68
0.318810235,423,50,1,50,0.3
0.119109944,374,75,1,75,1.68
0.18568145,449,67,1,33,1.68
0.014618935,335,50,1,50,2.1
0.162402894,394,50,1,50,1.68
0.034242145,279,200,2,200,1.68
0.053702509,348,200,5,200,1.68
0.016683441,293,200,2,200,0.3
0.002464064,277,100,1,100,1.68
0.303049184,428,50,1,50,0.9
0.027868057,334,200,5,200,1.68
0.012520197,289,50,1,50,0.9
0.001048113,261,67,1,33,1.68
0.017769585,287,200,0.5,200,1.68
0.04691222,382,25,1,25,1.68
0.088305561,340,50,1,50,0.3
0.257172033,439,50,1,50,1.68
0.319884402,441,50,1,50,0.9
0.042650101,449,50,5,20,2.1
0.25318428,407,50,1,50,0.9
0.057311513,344,200,2,200,0.3
0.00547271,289,50,1,50,2.1
0.05126246,338,100,1,100,0.9
0.018590691,336,100,1,100,1.68
0.158683681,374,200,2,200,0.3
0.018724103,358,25,1,25,1.68
0.409484577,415,200,0.5,200,1.68
0.026532315,334,50,1,50,1.68
0.00140317,263,50,1,50,2.1
0.058729972,293,200,1,200,1.68
0.066426005,362,50,1,50,2.1
0.093200275,319,200,1,200,0.9
0.123621179,356,50,1,50,0.3
0.305319743,403,200,2,200,0.3
0.004086987,284,50,1,50,1.68
0.068860355,347,100,1,100,0.9
0.010846734,318,67,1,33,1.68
0.019130876,279,200,1,200,0.9
0.013002283,258,50,1,50,0.3
0.091697958,376,50,1,50,1.68
0.213665358,385,200,2,200,0.3
0.17655052,441,67,1,33,1.68
0.004548411,262,200,5,200,1.68
0.139987931,371,50,1,50,0.9
0.01306303,305,75,1,75,1.68
0.008175292,314,50,1,50,2.1
0.005759568,268,50,1,50,0.9
0.054319904,368,33,1,67,1.68
0.513722121,427,200,1,200,0.9
0.100252882,375,50,1,50,2.1
0.321175454,434,200,2,200,1.68
0.002253734,281,50,1,50,2.1
0.002834562,291,33,1,67,1.68
0.01808087,315,75,1,75,1.68
0.094232241,390,67,1,33,1.68
0.064809015,326,50,1,50,0.3
0.002687229,349,50,5,20,2.1
0.375145932,410,200,1,200,1.68
0.24956431,434,100,1,100,1.68
0.415128617,437,200,2,200,0.3
0.03511282,418,50,1,90,1.68
0.042329853,296,200,1,200,0.9
0.422976167,395,200,1,200,0.9
0.023705852,396,50,1,90,1.68
0.123120758,388,50,1,50,1.68
0.009511106,321,100,1,100,1.68
0.028736435,321,100,1,100,0.9
0.000913789,290,25,1,25,1.68
0.141452876,394,50,1,50,1.68
0.00939053,278,200,2,200,0.3
0.026803291,333,200,5,200,1.68
0.051494344,355,50,1,50,1.68
0.004887034,324,25,1,25,1.68
0.202780677,409,50,1,50,1.68
0.004569853,322,25,1,25,1.68
0.00418485,283,50,1,50,1.68
0.00178682,271,50,1,50,2.1
0.177715455,351,200,1,200,1.68
0.001089645,306,10,1,10,1.68
0.039291556,325,200,2,200,0.3
0.040643725,327,200,2,200,0.3
0.001562339,264,50,1,50,2.1
0.253423796,369,200,1,200,1.68
0.110872259,371,75,1,75,1.68
0.059930372,339,50,1,50,0.9
0.019761167,309,100,1,100,0.9
0.000550999,254,25,1,25,1.68
0.118982969,312,200,2,200,1.68
0.095827563,360,200,5,200,1.68
0.013310052,373,50,5,20,2.1
0.002212243,267,75,1,75,1.68
0.02040206,385,50,5,20,2.1
0.285846836,445,200,1,200,1.68
0.149031469,419,50,1,50,2.1
0.004545554,261,50,1,50,0.9
0.066614792,364,50,1,50,1.68
0.060005028,371,33,1,67,1.68
0.451605236,439,200,0.5,200,1.68
0.001068264,251,50,1,50,2.1
0.023444687,283,200,1,200,0.9
0.127487573,409,67,1,33,1.68
0.008639017,274,200,5,200,1.68
0.486771078,410,200,1,200,0.9
0.099588012,424,25,1,25,1.68
0.009993134,274,200,0.5,200,1.68
-4.59E-05,253,50,1,90,1.68
0.003025939,293,33,1,67,1.68
0.18815517,356,200,0.5,200,1.68
0.506840677,418,200,1,200,0.9
0.045913458,311,50,1,50,0.3
0.001087655,265,100,1,100,1.68
0.000256578,279,50,5,20,2.1
0.0818421,325,200,0.5,200,1.68
0.00723639,298,50,1,50,2.1
0.002449893,262,100,1,100,0.9
0.001621287,273,67,1,33,1.68
0.009735346,288,100,1,100,0.9
0.000154634,257,10,1,10,1.68
0.096104309,324,200,1,200,1.68
0.005991741,261,200,0.5,200,1.68
0.004732566,280,75,1,75,1.68
0.018595712,274,50,1,50,0.3
0.037901148,323,200,2,200,0.3
0.104736314,396,67,1,33,1.68
0.453558153,448,200,0.5,200,1.68
0.163998759,440,50,1,50,2.1
9.55E-05,308,50,5,20,2.1
0.228791018,421,100,1,100,1.68
0.035307028,349,100,1,100,1.68
0.015360303,380,50,1,90,1.68
0.035497669,280,200,2,200,1.68
0.005181612,265,50,1,50,0.9
0.003922113,283,50,1,50,1.68
0.004591938,262,200,2,200,0.3
0.013269481,270,200,1,200,1.68
0.28184078,446,200,2,200,1.68
0.176192165,375,50,1,50,0.3
0.2648998,400,100,1,100,0.9
0.041842162,363,50,1,50,2.1
0.349643112,436,50,1,50,0.3
0.009784562,368,50,1,90,1.68
0.386086169,407,200,0.5,200,1.68
0.0246757,331,50,1,50,1.68
0.001212783,254,75,1,75,1.68
0.002161586,284,33,1,67,1.68
0.258028602,440,50,1,50,1.68
0.000303413,324,50,1,90,1.68
0.031265826,314,200,2,200,0.3
0.000123695,252,10,1,10,1.68
0.10937465,395,33,1,67,1.68
0.028690121,274,200,2,200,1.68
0.007157016,296,50,1,50,1.68
0.000659666,331,50,1,90,1.68
0.156576671,394,100,1,100,1.68
0.031247518,387,10,1,10,1.68
0.089302483,371,50,1,50,2.1
0.098305415,345,50,1,50,0.3
0.346438269,422,200,2,200,1.68
0.006459774,294,50,1,50,2.1
0.076284903,381,50,1,50,2.1
0.038970258,354,67,1,33,1.68
0.005135626,314,33,1,67,1.68
0.033647491,348,100,1,100,1.68
0.046255696,449,50,1,90,1.68
0.125497993,403,33,1,67,1.68
0.000739515,274,25,1,25,1.68
0.006581445,334,25,1,25,1.68
0.024833943,349,33,1,67,1.68
0.321394562,424,50,1,50,0.3
0.004254749,278,75,1,75,1.68
0.000171547,283,50,1,90,1.68
0.135138429,392,50,1,50,1.68
0.163895093,427,33,1,67,1.68
0.359241316,398,200,2,200,1.68
0.08427637,383,33,1,67,1.68
0.333212736,409,200,2,200,0.3
0.003874596,296,50,1,50,2.1
0.002713861,310,25,1,25,1.68
0.025469496,325,75,1,75,1.68
0.007426332,299,50,1,50,2.1
0.000690186,259,25,1,25,1.68
0.037962909,345,50,1,50,1.68
0.476411203,407,200,1,200,0.9
0.033846942,372,25,1,25,1.68
0.31375431,435,50,1,50,0.9
0.092798745,417,25,1,25,1.68
0.241554599,428,100,1,100,1.68
0.048579012,346,200,5,200,1.68
0.024334243,350,50,1,50,2.1
0.181326812,445,67,1,33,1.68
0.101764945,360,100,1,100,0.9
0.453542635,443,200,0.5,200,1.68
0.030305982,338,50,1,50,1.68
0.076345618,369,50,1,50,1.68
0.352939763,431,200,1,200,1.68
0.109207535,383,50,1,50,1.68
0.071835182,400,25,1,25,1.68
0.000826875,287,25,1,25,1.68
0.000772357,284,25,1,25,1.68
0.071494455,321,200,0.5,200,1.68
0.041782108,345,50,1,50,1.68
0.041600482,433,50,1,90,1.68
0.006394817,305,67,1,33,1.68
0.339511535,426,200,2,200,1.68
0.032776421,406,50,5,20,2.1
0.079746646,356,200,5,200,1.68
0.012514384,256,50,1,50,0.3
0.002030778,277,50,1,50,2.1
0.013269537,351,25,1,25,1.68
0.203444565,384,50,1,50,0.3
0.005726164,305,50,1,50,2.1
0.002020672,267,50,1,50,1.68
0.370848057,406,200,1,200,1.68
0.099073483,331,200,0.5,200,1.68
0.001044172,252,50,1,50,2.1
0.007001174,270,200,5,200,1.68
0.00105854,257,50,1,50,2.1
0.207734772,411,50,1,50,1.68
0.144759776,416,50,1,50,2.1
0.113529339,401,67,1,33,1.68
0.106989142,435,25,1,25,1.68
0.00012951,253,10,1,10,1.68
0.044847443,443,50,1,90,1.68
0.042989588,349,50,1,50,1.68
0.132058284,391,50,1,50,1.68
0.001243008,256,50,1,50,1.68
0.009042527,267,200,1,200,1.68
0.194705524,407,100,1,100,1.68
0.273997189,377,200,0.5,200,1.68
0.449764634,435,200,5,200,1.68
0.272227783,414,50,1,50,0.9
0.10930543,444,25,1,25,1.68
0.160538667,430,50,1,50,2.1
0.009160174,343,25,1,25,1.68
0.008216401,292,75,1,75,1.68
0.456239753,446,200,5,200,1.68
0.229089833,393,100,1,100,0.9
0.016870519,383,50,1,90,1.68
0.026925053,319,100,1,100,0.9
0.453866307,438,200,5,200,1.68
0.00819161,284,100,1,100,0.9
0.109079886,440,10,1,10,1.68
0.026477677,395,50,5,20,2.1
0.067367453,374,67,1,33,1.68
0.034510053,342,50,1,50,1.68
0.235325537,417,75,1,75,1.68
0.157664498,422,33,1,67,1.68
0.163001684,431,67,1,33,1.68
0.001025648,256,50,1,50,1.68
0.005154668,295,100,1,100,1.68
0.064616825,352,75,1,75,1.68
0.271799589,352,200,2,200,1.68
0.001988798,278,67,1,33,1.68
0.003199961,273,75,1,75,1.68
0.282137095,418,50,1,50,0.9
0.017981156,381,50,5,20,2.1
0.171388632,437,67,1,33,1.68
0.218925593,410,75,1,75,1.68
0.004122465,288,100,1,100,1.68
0.021582473,339,100,1,100,1.68
0.004666746,354,50,1,90,1.68
0.350260503,387,200,2,200,1.68
0.064334224,318,200,0.5,200,1.68
0.005250873,303,50,1,50,2.1
0.0038347,302,33,1,67,1.68
0.24138865,427,50,1,50,1.68
0.007277027,347,10,1,10,1.68
0.289028213,421,50,1,50,0.9
0.279733906,417,50,1,50,0.9
0.428313854,426,200,5,200,1.68
0.019306705,344,50,1,50,2.1
0.356826427,413,200,2,200,1.68
0.071029123,355,75,1,75,1.68
0.012069266,254,50,1,50,0.3
0.0012462,266,67,1,33,1.68
